WOS ID,First Name,Country,Country Code,Gender,Gender Probability,Publication Year,Author Type
WOS:000255802000012,Silvia,Thailand,TH,female,96.00%,2008,Corresponding
WOS:000255851900009,Pascal,France,FR,male,99.00%,2008,Corresponding
WOS:000256599000016,Jenny,Sweden,SE,female,99.00%,2008,Corresponding
WOS:000256642400013,Rene,Czech Republic,CZ,male,94.00%,2008,Corresponding
WOS:000257392400012,Xiong,China,CN,male,98.00%,2008,Corresponding
WOS:000257566400027,Osama,Saudi Arabia,SA,male,99.00%,2008,Corresponding
WOS:000257654900005,Karim,Tunisia,TN,male,99.00%,2008,Corresponding
WOS:000257839000001,Hye,South Korea,KR,female,96.00%,2008,Corresponding
WOS:000257980700007,Edouard,Belgium,BE,male,99.00%,2008,Corresponding
WOS:000258108500023,Taejong,South Korea,KR,male,94.00%,2008,Corresponding
WOS:000258152700010,Akira,Japan,JP,male,97.00%,2008,Corresponding
WOS:000258447300006,JeanLouis,France,FR,male,98.00%,2008,Corresponding
WOS:000258448100022,Justyna,Denmark,DK,female,99.00%,2008,Corresponding
WOS:000258492500020,Eric,France,FR,male,99.00%,2008,Corresponding
WOS:000258554300019,Angela,Italy,IT,female,99.00%,2008,Corresponding
WOS:000258607700007,Hilary,Canada,CA,female,98.00%,2008,Corresponding
WOS:000258649100001,Aggeliki,Greece,GR,female,99.00%,2008,Corresponding
WOS:000259337500005,Aida,Sweden,SE,female,99.00%,2008,Corresponding
WOS:000259515500008,Vuokko,Finland,FI,female,96.00%,2008,Corresponding
WOS:000259763900011,Daniela,Czech Republic,CZ,female,99.00%,2008,Corresponding
WOS:000260284000007,Gerd,Germany,DE,male,99.00%,2008,Corresponding
WOS:000260494100014,Georg,United States of America,US,male,99.00%,2008,Corresponding
WOS:000260777700007,Utz,Germany,DE,male,97.00%,2008,Corresponding
WOS:000260816600006,Cosima,Italy,IT,female,99.00%,2008,Corresponding
WOS:000261248800006,Si,United States of America,US,male,89.00%,2008,Corresponding
WOS:000262171100025,Srinivasa,United States of America,US,male,99.00%,2009,Corresponding
WOS:000262171100028,Jochen,Germany,DE,male,99.00%,2009,Corresponding
WOS:000262431000009,Jun,Japan,JP,male,93.00%,2009,Corresponding
WOS:000262516700004,Steffi,Germany,DE,female,98.00%,2009,Corresponding
WOS:000262517000010,Liang,China,CN,male,98.00%,2009,Corresponding
WOS:000262917300013,Bong,South Korea,KR,male,94.00%,2009,Corresponding
WOS:000263190200014,Mario,Italy,IT,male,99.00%,2009,Corresponding
WOS:000263193300059,Cornelia,Germany,DE,female,99.00%,2009,Corresponding
WOS:000263756000015,Chris,England,GB,male,97.00%,2009,Corresponding
WOS:000263765100030,Mikkel,Denmark,DK,male,99.00%,2009,Corresponding
WOS:000263851900036,Radoslav,United States of America,US,male,99.00%,2009,Corresponding
WOS:000264035000026,HyeJung,South Korea,KR,female,97.00%,2009,Corresponding
WOS:000264320700010,Connie,Netherlands,NL,female,99.00%,2009,Corresponding
WOS:000264482500003,Horst,Germany,DE,male,99.00%,2009,Corresponding
WOS:000264565700014,Tomofumi,Japan,JP,male,98.00%,2009,Corresponding
WOS:000264732000009,Marcel,Spain,ES,male,96.00%,2009,Corresponding
WOS:000264737700011,Clare,England,GB,female,98.00%,2009,Corresponding
WOS:000264793900007,Dorota,Poland,PL,female,99.00%,2009,Corresponding
WOS:000264928200006,Hui,United States of America,US,female,99.00%,2009,Corresponding
WOS:000265129600003,Tippawan,Thailand,TH,female,97.00%,2009,Corresponding
WOS:000265478800008,Iulia,United States of America,US,female,98.00%,2009,Corresponding
WOS:000265478800014,Mercedes,Spain,ES,female,99.00%,2009,Corresponding
WOS:000265612200001,Iulia,United States of America,US,female,98.00%,2009,Corresponding
WOS:000265763800018,Ryo,Japan,JP,male,98.00%,2009,Corresponding
WOS:000265889500004,Kaori,Japan,JP,female,97.00%,2009,Corresponding
WOS:000265933800012,Meetu,United States of America,US,female,86.00%,2009,Corresponding
WOS:000266117300006,Junko,Japan,JP,female,99.00%,2009,Corresponding
WOS:000266195000016,Selma,Germany,DE,female,98.00%,2009,Corresponding
WOS:000266292500010,Rosa,Italy,IT,female,99.00%,2009,Corresponding
WOS:000266355500032,Joerg,Germany,DE,male,99.00%,2009,Corresponding
WOS:000266801400007,Monika,Germany,DE,female,99.00%,2009,Corresponding
WOS:000266947600005,Akira,Japan,JP,male,97.00%,2009,Corresponding
WOS:000267915300004,Christo,France,FR,male,99.00%,2009,Corresponding
WOS:000268534000007,Terry,United States of America,US,male,94.00%,2009,Corresponding
WOS:000268569900013,Liang,China,CN,male,98.00%,2009,Corresponding
WOS:000268911600020,Alina,Finland,FI,female,99.00%,2009,Corresponding
WOS:000269309200008,Nicola,Ireland,IE,female,93.00%,2009,Corresponding
WOS:000269515800004,Isidro,Spain,ES,male,99.00%,2009,Corresponding
WOS:000269640200018,Ute,Switzerland,CH,female,99.00%,2009,Corresponding
WOS:000269681500001,Lokendra,India,IN,male,99.00%,2009,Corresponding
WOS:000270246400027,Giulia,Italy,IT,female,99.00%,2009,Corresponding
WOS:000270333600004,Hanno,United States of America,US,male,90.00%,2009,Corresponding
WOS:000270353900020,Felix,Spain,ES,male,99.00%,2009,Corresponding
WOS:000270836800005,Man,South Korea,KR,male,98.00%,2009,Corresponding
WOS:000271000500002,Jan,Netherlands,NL,male,96.00%,2009,Corresponding
WOS:000271709300009,Chunyan,China,CN,female,98.00%,2009,Corresponding
WOS:000272294200001,Mircea,Sweden,RO,male,97.00%,2009,Corresponding
WOS:000272754200006,Hayrettin,Germany,DE,male,96.00%,2010,Corresponding
WOS:000273092500001,Malin,Sweden,SE,female,99.00%,2010,Corresponding
WOS:000273173700017,Nedim,England,GB,male,98.00%,2010,Corresponding
WOS:000273264200051,Cornelia,Germany,DE,female,99.00%,2010,Corresponding
WOS:000273313600011,Ling,Canada,CA,female,85.00%,2010,Corresponding
WOS:000273438400016,Naga,United States of America,US,male,99.00%,2010,Corresponding
WOS:000273514400024,Deborah,Portugal,PT,female,99.00%,2010,Corresponding
WOS:000273899000007,Shuan,China,CN,male,91.00%,2010,Corresponding
WOS:000275359200001,Anne,France,FR,female,99.00%,2010,Corresponding
WOS:000275371300015,Andrea,Germany,DE,female,98.00%,2010,Corresponding
WOS:000275461300005,Jun,United States of America,US,male,91.00%,2010,Corresponding
WOS:000275611900016,Jun,Japan,JP,male,93.00%,2010,Corresponding
WOS:000275958700005,Makoto,Japan,JP,male,99.00%,2010,Corresponding
WOS:000276052700059,Manuel,Spain,ES,male,99.00%,2010,Corresponding
WOS:000276399100104,Lu,China,CN,female,98.00%,2010,Corresponding
WOS:000276496500025,Jamal,Germany,DE,male,99.00%,2010,Corresponding
WOS:000277221700011,Antonia,Greece,GR,female,98.00%,2010,Corresponding
WOS:000277225600013,Manuel,Spain,ES,male,99.00%,2010,Corresponding
WOS:000277353200037,Gyun,South Korea,KR,male,96.00%,2010,Corresponding
WOS:000277864200007,Man,South Korea,KR,male,98.00%,2010,Corresponding
WOS:000278070600004,Jian,United States of America,US,male,93.00%,2010,Corresponding
WOS:000278243300014,Theo,Netherlands,NL,male,99.00%,2010,Corresponding
WOS:000278650500017,Terence,China,CN,male,99.00%,2010,Corresponding
WOS:000279109700008,Mercedes,Spain,ES,female,99.00%,2010,Corresponding
WOS:000279342700020,Qi,China,CN,male,99.00%,2010,Corresponding
WOS:000279375700005,Paula,Portugal,PT,female,99.00%,2010,Corresponding
WOS:000279465600015,RMC,Netherlands,NL,male,88.00%,2010,Corresponding
WOS:000279509300011,Andrew,Poland,PL,male,99.00%,2010,Corresponding
WOS:000280067600009,Yong,China,CN,male,95.00%,2010,Corresponding
WOS:000280434200011,Carlos,Portugal,PT,male,99.00%,2010,Corresponding
WOS:000280709700011,Hanno,United States of America,US,male,90.00%,2010,Corresponding
WOS:000281443700006,Jong,South Korea,KR,male,97.00%,2010,Corresponding
WOS:000281443700035,Omid,Germany,DE,male,99.00%,2010,Corresponding
WOS:000281483300030,Sascha,Germany,DE,male,99.00%,2010,Corresponding
WOS:000281498500007,Qiang,China,CN,male,98.00%,2010,Corresponding
WOS:000281647400002,Radoslav,United States of America,US,male,99.00%,2010,Corresponding
WOS:000281740100026,Theo,Netherlands,NL,male,99.00%,2010,Corresponding
WOS:000281887600011,Carla,Italy,IT,female,99.00%,2010,Corresponding
WOS:000281972100004,Dongwei,China,CN,male,88.00%,2010,Corresponding
WOS:000282166500004,SunHee,South Korea,KR,female,96.00%,2010,Corresponding
WOS:000282257200007,Hui,China,CN,female,93.00%,2010,Corresponding
WOS:000282330700006,Radovan,Slovenia,SI,male,97.00%,2010,Corresponding
WOS:000282510000026,Christine,Norway,NO,female,98.00%,2010,Corresponding
WOS:000282553500001,Vuokko,Finland,FI,female,96.00%,2010,Corresponding
WOS:000282562200014,Sabine,Germany,DE,female,99.00%,2010,Corresponding
WOS:000282904900003,Qiang,China,CN,male,98.00%,2010,Corresponding
WOS:000282986000003,Bo,China,CN,male,92.00%,2010,Corresponding
WOS:000282987000020,Anna,Scotland,GB,female,99.00%,2010,Corresponding
WOS:000283116200003,Yong,China,CN,male,95.00%,2010,Corresponding
WOS:000283202400011,Chafika,France,FR,female,91.00%,2010,Corresponding
WOS:000283358900008,Yong,China,CN,male,95.00%,2010,Corresponding
WOS:000283389200010,Eung,South Korea,KR,male,96.00%,2010,Corresponding
WOS:000283581800011,Dietrich,United States of America,US,male,95.00%,2010,Corresponding
WOS:000283639300017,Mercedes,Spain,ES,female,99.00%,2010,Corresponding
WOS:000283810500006,Sang,South Korea,KR,male,90.00%,2010,Corresponding
WOS:000283810500026,Antonio,Spain,ES,male,99.00%,2010,Corresponding
WOS:000283810500032,Hui,United States of America,US,female,99.00%,2010,Corresponding
WOS:000283810500034,Cristina,Spain,ES,female,99.00%,2010,Corresponding
WOS:000284017000006,Maurice,France,FR,male,98.00%,2010,Corresponding
WOS:000284268700008,István,Hungary,HU,male,99.00%,2010,Corresponding
WOS:000284640400031,Nicola,Italy,IT,male,99.00%,2010,Corresponding
WOS:000284672800036,Simon,Norway,NO,male,99.00%,2010,Corresponding
WOS:000284856200011,Xian,United States of America,US,male,89.00%,2010,Corresponding
WOS:000285055900008,Petra,Germany,DE,female,99.00%,2010,Corresponding
WOS:000285570600023,Jae,South Korea,KR,male,89.00%,2011,Corresponding
WOS:000285570600034,Hui,United States of America,US,female,99.00%,2011,Corresponding
WOS:000285582500024,XiaoMei,China,CN,female,98.00%,2011,Corresponding
WOS:000285764900007,Ho,South Korea,KR,male,94.00%,2010,Corresponding
WOS:000285788900023,Antonia,United States of America,US,female,98.00%,2011,Corresponding
WOS:000285812000026,Lina,Spain,ES,female,99.00%,2011,Corresponding
WOS:000285886700002,Akira,Japan,JP,male,97.00%,2010,Corresponding
WOS:000286300700003,Dale,United States of America,US,male,97.00%,2010,Corresponding
WOS:000286493700013,Maria,Italy,IT,female,99.00%,2011,Corresponding
WOS:000286556900017,Qi,China,CN,male,99.00%,2011,Corresponding
WOS:000286599100008,Xiaoyun,United States of America,US,female,90.00%,2011,Corresponding
WOS:000286599100009,Theo,Netherlands,NL,male,99.00%,2011,Corresponding
WOS:000286767300023,Cornelia,Germany,DE,female,99.00%,2011,Corresponding
WOS:000286941800002,In,South Korea,KR,male,85.00%,2011,Corresponding
WOS:000287061200004,Hassan,Germany,DE,male,99.00%,2011,Corresponding
WOS:000287061200009,Maria,Italy,IT,female,99.00%,2011,Corresponding
WOS:000287067700001,Kuniko,Turkey,JP,female,99.00%,2011,Corresponding
WOS:000287094500002,Emiko,Japan,JP,female,99.00%,2011,Corresponding
WOS:000287564800008,Alicja,Poland,PL,female,99.00%,2011,Corresponding
WOS:000287754700003,HansPeter,Germany,DE,male,96.00%,2011,Corresponding
WOS:000287846500027,SangHyun,South Korea,KR,male,96.00%,2011,Corresponding
WOS:000287855900024,Gennaro,Italy,IT,male,99.00%,2011,Corresponding
WOS:000288038500010,YaoHua,China,CN,male,86.00%,2011,Corresponding
WOS:000288137700011,Kris,Belgium,BE,male,90.00%,2011,Corresponding
WOS:000288199500024,Ziad,France,FR,male,99.00%,2011,Corresponding
WOS:000288393000007,Kemal,Turkey,TR,male,98.00%,2011,Corresponding
WOS:000288437800033,Jose,Spain,ES,male,99.00%,2011,Corresponding
WOS:000288784300002,Jose,Spain,ES,male,99.00%,2011,Corresponding
WOS:000288947700006,Christelle,France,FR,female,99.00%,2011,Corresponding
WOS:000289131500010,Hui,China,CN,female,93.00%,2011,Corresponding
WOS:000289223700051,Evgenij,Russia,RU,male,99.00%,2011,Corresponding
WOS:000289613500063,Rosa,Spain,ES,female,99.00%,2011,Corresponding
WOS:000289886500001,Brigitte,France,FR,female,99.00%,2011,Corresponding
WOS:000290018400033,Hanne,Norway,NO,female,98.00%,2011,Corresponding
WOS:000290097400015,Ali,England,GB,male,88.00%,2011,Corresponding
WOS:000290256400004,Satyendra,India,IN,male,99.00%,2011,Corresponding
WOS:000291087800017,Petra,Germany,DE,female,99.00%,2011,Corresponding
WOS:000291720000001,Chris,Germany,DE,male,94.00%,2011,Corresponding
WOS:000292441000001,Tae,South Korea,KR,male,91.00%,2011,Corresponding
WOS:000292541500002,Wei,United States of America,US,male,86.00%,2011,Corresponding
WOS:000292551600018,Friederike,England,GB,female,85.00%,2011,Corresponding
WOS:000292555000008,Ani,Romania,RO,female,98.00%,2011,Corresponding
WOS:000292663900003,Maria,Germany,DE,female,99.00%,2011,Corresponding
WOS:000292665600009,Yong,United States of America,US,male,92.00%,2011,Corresponding
WOS:000292810600007,Xiaoyun,United States of America,US,female,90.00%,2011,Corresponding
WOS:000293130200010,Rene,Czech Republic,CZ,male,94.00%,2011,Corresponding
WOS:000293268100002,Xian,United States of America,US,male,89.00%,2011,Corresponding
WOS:000293459400032,Hisae,Japan,JP,female,99.00%,2011,Corresponding
WOS:000293743200009,Eija,Finland,FI,female,95.00%,2011,Corresponding
WOS:000293993600002,Aldo,Italy,IT,male,99.00%,2011,Corresponding
WOS:000294478400032,Isabelle,France,FR,female,99.00%,2011,Corresponding
WOS:000294557800015,Alessandra,Italy,IT,female,99.00%,2011,Corresponding
WOS:000294671900007,Miroslava,Serbia,RS,female,99.00%,2011,Corresponding
WOS:000294739300003,Reka,Belgium,BE,female,93.00%,2011,Corresponding
WOS:000294802500046,Amit,India,IN,male,99.00%,2011,Corresponding
WOS:000294832100018,Sara,Italy,IT,female,99.00%,2011,Corresponding
WOS:000295118400001,Ying,Japan,JP,female,88.00%,2011,Corresponding
WOS:000295230500015,Wei,United States of America,US,male,86.00%,2011,Corresponding
WOS:000295302800016,Hassan,Germany,DE,male,99.00%,2011,Corresponding
WOS:000295425700008,Mei,China,CN,female,99.00%,2011,Corresponding
WOS:000295510100017,Feng,China,CN,male,98.00%,2011,Corresponding
WOS:000295602700040,Hanno,United States of America,US,male,90.00%,2011,Corresponding
WOS:000295943000038,Jochen,Germany,DE,male,99.00%,2011,Corresponding
WOS:000296119400025,Saiko,Japan,JP,female,97.00%,2011,Corresponding
WOS:000296214200041,Leo,Netherlands,NL,male,99.00%,2011,Corresponding
WOS:000296414700002,Theo,Netherlands,NL,male,99.00%,2011,Corresponding
WOS:000296414700018,Cristina,Turkey,ES,female,99.00%,2011,Corresponding
WOS:000296591500020,JiYan,China,CN,male,85.00%,2011,Corresponding
WOS:000296785900033,Pierre,France,FR,male,99.00%,2011,Corresponding
WOS:000297149700005,Luc,France,FR,male,99.00%,2011,Corresponding
WOS:000297227200004,Jan,Norway,NO,male,99.00%,2011,Corresponding
WOS:000297399000025,Alina,Romania,RO,female,99.00%,2011,Corresponding
WOS:000297477300012,Ying,China,CN,female,87.00%,2011,Corresponding
WOS:000297605600009,Daniela,Czech Republic,CZ,female,99.00%,2011,Corresponding
WOS:000297946900069,Monika,Germany,DE,female,99.00%,2011,Corresponding
WOS:000298161900061,Adelina,France,FR,female,98.00%,2011,Corresponding
WOS:000298290300017,Mariana,France,FR,female,99.00%,2011,Corresponding
WOS:000298305900022,Piero,Italy,IT,male,99.00%,2011,Corresponding
WOS:000298549700013,Lee,United States of America,US,male,92.00%,2012,Corresponding
WOS:000298765500032,Hanno,United States of America,US,male,90.00%,2011,Corresponding
WOS:000298825900003,Jiri,Czech Republic,CZ,male,99.00%,2012,Corresponding
WOS:000298857500009,Yong,China,CN,male,95.00%,2012,Corresponding
WOS:000298877500007,Graziana,Italy,IT,female,99.00%,2012,Corresponding
WOS:000299262100007,Zafer,Turkey,TR,male,97.00%,2011,Corresponding
WOS:000299623700009,Antonia,Greece,GR,female,98.00%,2012,Corresponding
WOS:000299738500008,Eric,France,FR,male,99.00%,2012,Corresponding
WOS:000299765300005,Jong,South Korea,KR,male,97.00%,2012,Corresponding
WOS:000299842000023,Stéphane,France,FR,male,95.00%,2012,Corresponding
WOS:000300047700002,Anna,Italy,IT,female,99.00%,2012,Corresponding
WOS:000300308400012,Jong,South Korea,KR,male,97.00%,2012,Corresponding
WOS:000300544100004,Petr,Czech Republic,CZ,male,99.00%,2011,Corresponding
WOS:000300544100009,Daniela,Czech Republic,CZ,female,99.00%,2011,Corresponding
WOS:000300580100017,Claudia,Germany,DE,female,99.00%,2012,Corresponding
WOS:000300632100008,Xiaobo,China,CN,male,87.00%,2012,Corresponding
WOS:000300916200033,Qing,United States of America,US,female,99.00%,2012,Corresponding
WOS:000300916200047,Giuseppe,Denmark,DK,male,96.00%,2012,Corresponding
WOS:000300924700014,Maria,Spain,ES,female,99.00%,2012,Corresponding
WOS:000301041600009,Agustín,Spain,ES,male,99.00%,2012,Corresponding
WOS:000301041600012,Jesus,Sweden,IE,male,97.00%,2012,Corresponding
WOS:000301041800005,Wei,United States of America,US,male,86.00%,2012,Corresponding
WOS:000301293900027,Italo,Italy,IT,male,99.00%,2012,Corresponding
WOS:000301355700055,Lisa,Germany,DE,female,98.00%,2012,Corresponding
WOS:000301397300030,Lu,China,CN,female,98.00%,2012,Corresponding
WOS:000301673200002,Akos,United States of America,US,male,99.00%,2012,Corresponding
WOS:000301709300001,Justyna,Poland,PL,female,99.00%,2012,Corresponding
WOS:000301908000009,Outi,Finland,FI,female,92.00%,2012,Corresponding
WOS:000301913700003,HyeYeon,South Korea,KR,female,95.00%,2012,Corresponding
WOS:000301966800007,Lyn,England,GB,female,95.00%,2012,Corresponding
WOS:000302049600002,Byung,South Korea,KR,male,99.00%,2012,Corresponding
WOS:000302147800070,Nan,China,CN,female,94.00%,2012,Corresponding
WOS:000302185700019,Chris,New Zealand,NZ,male,99.00%,2012,Corresponding
WOS:000302245800001,Hao,China,CN,male,89.00%,2012,Corresponding
WOS:000302666000011,Du,South Africa,ZA,male,99.00%,2012,Corresponding
WOS:000302782300006,Claudia,Germany,DE,female,99.00%,2012,Corresponding
WOS:000302786500003,Antonia,Turkey,GR,female,98.00%,2012,Corresponding
WOS:000303088600020,Monika,Poland,PL,female,99.00%,2012,Corresponding
WOS:000303092600008,Hui,China,CN,female,93.00%,2012,Corresponding
WOS:000303211500001,Radoslav,United States of America,US,male,99.00%,2012,Corresponding
WOS:000303452800013,Hadi,Sweden,SE,male,99.00%,2012,Corresponding
WOS:000303913200020,Valery,Austria,AT,female,92.00%,2012,Corresponding
WOS:000303974800010,Omid,Germany,DE,male,99.00%,2012,Corresponding
WOS:000304198400016,Jianghua,China,CN,male,87.00%,2012,Corresponding
WOS:000304634000016,Jan,Denmark,DK,male,96.00%,2012,Corresponding
WOS:000305157500007,Akira,Japan,JP,male,97.00%,2011,Corresponding
WOS:000305341300009,Jesse,Scotland,GB,male,96.00%,2012,Corresponding
WOS:000305374900005,Noriyoshi,Japan,JP,male,98.00%,2012,Corresponding
WOS:000305695100022,Louise,Norway,NO,female,97.00%,2012,Corresponding
WOS:000305730900109,Valeria,Italy,IT,female,99.00%,2012,Corresponding
WOS:000305764100019,Carlos,Spain,ES,male,99.00%,2012,Corresponding
WOS:000305792500026,Terence,China,CN,male,99.00%,2012,Corresponding
WOS:000305793200002,Stefanie,Germany,DE,female,99.00%,2012,Corresponding
WOS:000305873400005,Kazutaka,Japan,JP,male,99.00%,2012,Corresponding
WOS:000305914400044,Ivana,Serbia,RS,female,99.00%,2012,Corresponding
WOS:000305916000001,Xiang,China,CN,male,96.00%,2012,Corresponding
WOS:000306011500020,Elisabet,Spain,ES,female,99.00%,2012,Corresponding
WOS:000306099600002,Nazli,Turkey,TR,female,99.00%,2012,Corresponding
WOS:000306356000003,Ruedi,Switzerland,CH,male,97.00%,2012,Corresponding
WOS:000306366400002,Luca,Ireland,IE,male,95.00%,2012,Corresponding
WOS:000306477200007,Anna,Germany,DE,female,98.00%,2012,Corresponding
WOS:000306778600005,Marzia,Italy,IT,female,99.00%,2012,Corresponding
WOS:000307014300017,Patrick,France,FR,male,99.00%,2012,Corresponding
WOS:000307036500035,Sisko,Finland,FI,female,97.00%,2012,Corresponding
WOS:000307133500007,Daniela,Czech Republic,CZ,female,99.00%,2012,Corresponding
WOS:000307450000015,Hui,China,CN,female,93.00%,2012,Corresponding
WOS:000307500100051,Ulrike,Germany,DE,female,99.00%,2012,Corresponding
WOS:000308064500011,Arzu,Netherlands,NL,female,99.00%,2012,Corresponding
WOS:000308093000009,Si,United States of America,US,male,89.00%,2012,Corresponding
WOS:000308389900028,Wei,United States of America,US,male,86.00%,2012,Corresponding
WOS:000308809200008,Sönke,Germany,DE,male,96.00%,2012,Corresponding
WOS:000308905200019,Vicent,Sweden,ES,male,99.00%,2012,Corresponding
WOS:000308929800002,Hailan,China,CN,female,97.00%,2012,Corresponding
WOS:000309034500026,Sabine,Germany,DE,female,99.00%,2012,Corresponding
WOS:000309704000036,Sander,Netherlands,NL,male,99.00%,2012,Corresponding
WOS:000309740200005,Peng,China,CN,male,99.00%,2012,Corresponding
WOS:000309835300001,Pavel,Czech Republic,CZ,male,99.00%,2012,Corresponding
WOS:000309908400001,Parminder,United States of America,US,male,98.00%,2012,Corresponding
WOS:000310310200128,Arnold,Switzerland,CH,male,98.00%,2012,Corresponding
WOS:000310393600002,Juan,Spain,ES,male,99.00%,2012,Corresponding
WOS:000310651500011,XIAOHANG,China,CN,male,92.00%,2012,Corresponding
WOS:000310979700005,Bon,South Korea,KR,male,94.00%,2012,Corresponding
WOS:000311151900114,Kejun,China,CN,male,89.00%,2012,Corresponding
WOS:000311201500050,Karim,Tunisia,TN,male,99.00%,2012,Corresponding
WOS:000311383600021,Shawn,Canada,CA,male,99.00%,2013,Corresponding
